"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn"
"2680","WY",145,"408","405-6559","no","no",0,229.6,82,138.1,103,250.8,109,3.3,3,1,"False."
"2681","WI",122,"510","338-8784","no","yes",28,166,62,233.9,88,170.1,84,7.7,3,2,"False."
"2682","SC",121,"415","415-6347","no","no",0,144.8,126,200.6,82,208.8,81,13.3,9,0,"True."
"2683","DC",55,"510","354-5058","yes","no",0,106.1,77,123.5,100,96.4,92,12.9,3,0,"False."
"2684","CT",77,"415","342-5701","no","no",0,221.8,84,166,125,210.2,72,13.2,4,1,"False."
"2685","OR",12,"415","378-4179","no","no",0,204.6,98,212.5,90,182.1,95,9.8,7,2,"False."
"2686","OR",64,"510","407-6391","no","no",0,213.5,93,166.6,114,122,78,14.1,3,3,"False."
"2687","NV",92,"415","404-3105","no","yes",44,152,95,274.9,73,162.4,121,10,1,2,"False."
"2688","MN",125,"415","390-9735","yes","yes",29,260.8,81,163.7,112,271.7,117,17,6,1,"True."
"2689","OK",160,"408","350-4820","no","no",0,166.4,117,317,129,160.4,121,10,2,1,"False."
"2690","KS",79,"415","383-8807","no","no",0,177.9,83,167.3,84,223.7,142,15.2,8,0,"False."
"2691","RI",36,"415","366-8382","no","no",0,235.1,97,196.8,104,259.7,110,7,7,3,"False."
"2692","DC",102,"415","402-9704","no","no",0,186.8,92,173.7,123,250.9,131,9.7,4,2,"False."
"2693","IL",138,"408","405-2209","yes","no",0,268.4,81,174.4,115,193.5,96,11.6,4,1,"False."
"2694","UT",164,"510","397-3939","no","no",0,192.1,95,249.8,94,132.6,100,7.3,3,3,"False."
"2695","MN",125,"415","343-2689","no","no",0,240.7,82,269.4,85,187.1,74,10.1,3,0,"True."
"2696","WI",72,"408","383-9448","no","no",0,179.9,113,149.8,112,168.2,79,9.8,7,2,"False."
"2697","MI",74,"415","359-6232","no","no",0,314.1,86,222.4,99,259,121,12.3,5,3,"True."
"2698","MI",134,"415","369-9772","no","yes",41,162,82,324.7,77,160.1,112,11.9,5,0,"False."
"2699","MA",145,"415","381-7003","no","no",0,175.8,89,274.3,119,226.6,69,12.4,4,1,"False."
"2700","AL",136,"510","352-6732","no","no",0,109.4,91,207.5,111,135,107,11.6,5,0,"False."
"2701","SC",209,"510","388-7540","no","no",0,255.1,124,230.6,110,218,69,8.5,5,3,"True."
"2702","WI",66,"415","356-3333","yes","no",0,208.7,84,173.3,88,264.7,107,8.3,3,3,"False."
"2703","VT",152,"510","333-9664","no","yes",20,214.6,108,96.6,82,170.7,145,7.9,5,1,"False."
"2704","CT",162,"408","363-3763","no","no",0,49.2,121,143.9,136,203,97,12.1,13,1,"False."
"2705","OR",72,"510","345-7900","no","no",0,141.3,133,134.9,96,227.5,97,11.2,3,2,"False."
"2706","HI",101,"415","400-5511","no","no",0,253.2,89,237.9,114,154.3,85,9.7,7,4,"False."
"2707","WV",125,"415","381-7597","no","no",0,206,128,198.1,71,135.9,116,13.2,3,0,"False."
"2708","RI",46,"408","404-9775","no","no",0,40.4,105,172.4,83,145.1,89,9,2,2,"False."
"2709","MI",132,"408","389-4608","no","no",0,291.2,104,234.2,132,191.7,87,8.9,3,1,"True."
"2710","ME",193,"415","403-1742","no","yes",31,71.2,58,124.7,105,155.5,108,11.7,3,0,"False."
"2711","WV",63,"510","328-9797","no","no",0,261.8,69,245,135,202.1,94,14.7,4,0,"True."
"2712","NE",124,"510","359-9223","no","no",0,191.3,134,261.5,113,182.3,111,10,3,1,"False."
"2713","DC",144,"415","336-7696","no","no",0,133.3,101,255.5,127,228.6,68,11.6,2,0,"False."
"2714","NH",116,"408","369-2214","no","yes",24,183.6,138,203.8,90,166.9,89,6,3,2,"False."
"2715","MD",189,"415","411-1325","no","yes",30,155.2,116,195.5,50,170.1,108,15.4,6,1,"False."
"2716","NH",97,"408","410-7553","no","yes",28,283.1,93,185.4,98,312.8,78,6.1,8,1,"False."
"2717","WV",137,"510","376-4284","no","yes",50,186.5,94,178,106,215.6,100,12.1,4,2,"False."
"2718","IL",142,"415","334-2800","no","yes",38,163.3,104,136,114,249.1,127,4.3,6,0,"False."
"2719","OK",84,"510","369-1904","no","no",0,203.4,125,182.9,88,213.7,121,13.8,2,1,"False."
"2720","NH",119,"415","359-3833","no","yes",19,178.1,110,212.8,100,226.3,123,10,6,1,"False."
"2721","MI",158,"415","348-5569","no","no",0,195.9,103,89.1,95,302.2,82,10.3,3,1,"False."
"2722","ND",50,"415","342-1960","no","no",0,295.3,127,127.4,100,166.8,105,9.6,6,1,"False."
"2723","LA",98,"408","352-9050","no","no",0,136.1,82,156.3,118,158.8,83,10.1,5,2,"False."
"2724","HI",101,"415","390-5316","no","yes",24,114.1,95,161.5,86,176.3,90,13,9,2,"False."
"2725","NJ",182,"415","418-8568","no","no",0,279.1,124,180.5,108,217.5,104,9.5,11,2,"True."
"2726","WV",51,"408","401-4844","no","no",0,169.3,111,139.5,69,197,87,12,3,0,"False."
"2727","NC",117,"510","376-5471","no","no",0,214.4,94,138,149,148.7,102,9.9,1,2,"False."
"2728","PA",92,"415","409-2917","yes","no",0,255.8,125,142.7,111,181.2,101,11.7,3,0,"False."
"2729","MI",86,"408","369-6308","no","no",0,148.2,71,285.1,91,166.4,155,6.2,3,2,"False."
"2730","WY",122,"415","357-7385","no","no",0,119.3,93,223.9,103,211.9,122,8.7,4,2,"False."
"2731","NJ",156,"408","405-7119","no","yes",27,192.3,137,199.9,115,244.2,112,14.8,8,1,"False."
"2732","NJ",127,"510","405-3309","no","no",0,245.2,91,217.2,92,243.1,128,13.9,6,0,"True."
"2733","NC",130,"408","384-4938","yes","no",0,216.2,106,363.7,86,126.7,123,16.9,2,5,"True."
"2734","NM",158,"408","377-2725","no","no",0,172.4,114,256.6,69,235.3,104,0,0,2,"False."
"2735","MS",145,"510","405-6398","yes","yes",30,175.3,107,153.3,116,233.6,85,11.1,3,1,"False."
"2736","TX",90,"415","355-9366","yes","yes",26,169,104,188.8,104,213.3,76,13.3,3,0,"True."
"2737","OK",127,"510","403-1128","no","yes",27,2.6,113,254,102,242.7,156,9.2,5,3,"False."
"2738","ID",109,"415","384-9682","no","no",0,184.1,143,211.7,105,243,116,9.9,2,1,"False."
"2739","AL",88,"415","352-5393","no","no",0,181.9,90,151.5,87,143,100,7.5,3,1,"False."
"2740","WY",101,"510","395-1229","no","yes",9,160.1,116,210,121,139.1,65,10.8,9,0,"False."
"2741","HI",171,"510","361-9195","no","no",0,189.8,122,173.7,85,257.1,84,10.3,1,0,"False."
"2742","VA",21,"415","351-6366","no","no",0,223.2,142,216.5,114,214.7,111,12.4,2,1,"False."
"2743","WV",145,"408","346-4919","no","yes",31,216,94,225.1,123,234.7,109,10.7,1,2,"False."
"2744","DE",90,"415","354-9068","no","no",0,198.5,124,266.6,100,243.3,80,8,7,2,"False."
"2745","CA",33,"408","369-2743","no","no",0,159.5,115,195.4,118,102.4,86,7.1,7,1,"False."
"2746","PA",61,"408","343-1347","no","yes",40,105,78,180.6,100,174.1,115,10.2,2,2,"True."
"2747","CO",107,"415","336-5495","no","no",0,204.5,108,162.4,110,155,102,13.4,1,3,"False."
"2748","MD",147,"408","376-4292","no","no",0,274,92,231.8,82,283.6,83,6.2,1,0,"True."
"2749","AL",117,"510","391-8677","no","no",0,158.7,84,181.7,91,177.3,67,7.7,10,2,"False."
"2750","AL",95,"415","350-7273","no","no",0,229.9,116,202.4,110,171.4,105,14.2,6,1,"False."
"2751","KS",186,"510","400-6454","no","no",0,137.8,97,187.7,118,146.4,85,8.7,6,1,"False."
"2752","MI",128,"415","422-3052","no","no",0,179.4,94,270.4,92,191,88,7.9,4,0,"False."
"2753","AK",55,"408","365-6756","no","yes",39,139.3,101,178.3,117,246.5,104,8.1,1,3,"False."
"2754","OH",134,"415","406-4158","no","no",0,7.8,86,171.4,100,186.5,80,12.9,2,2,"False."
"2755","IN",96,"415","383-4641","no","yes",23,183.1,88,147.4,89,350.2,108,11.3,7,1,"False."
"2756","SC",107,"415","368-5165","no","no",0,206.9,79,262.4,117,149.3,69,10.7,3,0,"False."
"2757","KS",123,"415","378-2432","no","no",0,140,106,153.7,101,50.1,87,12.5,1,2,"False."
"2758","OK",35,"415","362-4159","no","no",0,179.2,59,283.3,101,285.4,83,5.8,7,2,"False."
"2759","WI",74,"408","363-7979","no","no",0,177.4,136,240.3,104,237.3,133,12,3,0,"False."
"2760","IN",130,"408","334-9818","no","no",0,115.6,129,167.8,104,141.8,124,12.6,9,1,"False."
"2761","IL",137,"408","352-5787","yes","no",0,237.3,103,176.7,84,263.4,81,14.2,4,0,"True."
"2762","TN",88,"415","332-3617","no","no",0,181.5,116,187,119,220.3,96,10.5,7,1,"False."
"2763","DC",80,"408","327-9957","no","no",0,51.5,90,164,98,169.4,80,9.5,4,3,"False."
"2764","NC",116,"408","338-7527","no","yes",19,155.7,104,185.4,118,192.7,116,8.2,2,3,"False."
"2765","RI",123,"510","348-8711","no","yes",23,245,88,265,105,239.7,108,14.9,3,2,"False."
"2766","MS",120,"415","421-3226","no","no",0,131.7,99,163.1,109,201.1,116,10.7,3,1,"False."
"2767","VA",146,"415","391-4358","yes","no",0,111.1,126,313.4,95,215.7,82,10.5,6,1,"False."
"2768","KY",106,"510","379-2523","no","yes",9,88.5,100,324.8,109,79.9,86,8.2,4,3,"False."
"2769","NV",121,"408","419-2369","no","yes",44,116,85,150.1,120,246.8,98,12,2,1,"False."
"2770","WI",137,"510","382-1227","no","no",0,155.5,81,133.1,94,253.1,77,9.1,2,1,"False."
"2771","NH",84,"408","409-5749","no","yes",30,106.5,65,225.7,108,188.6,61,5.7,3,2,"False."
"2772","NE",67,"510","362-7951","no","yes",31,175.2,68,199.2,73,219.8,99,13.2,6,1,"False."
"2773","WI",161,"408","415-3537","no","no",0,154.7,84,177.8,125,172.9,90,5.9,2,4,"True."
"2774","NJ",134,"510","373-3959","no","yes",34,247.2,105,225.5,133,186.3,76,6.1,5,2,"True."
"2775","ME",62,"415","358-1346","yes","yes",32,218.4,93,236.7,132,192.2,137,13.2,3,0,"True."
"2776","WY",120,"415","381-8422","no","yes",24,227.5,81,234.9,71,166.4,128,9,13,1,"False."
"2777","IN",130,"408","360-9005","no","yes",30,185,117,249.5,141,157.8,103,7.4,7,0,"False."
"2778","WI",20,"408","344-5967","no","no",0,186.8,89,253.4,51,273.1,105,12.3,6,2,"False."
"2779","VT",68,"415","396-6390","no","no",0,158.8,119,211.8,105,198.1,101,10.3,3,1,"False."
"2780","CA",112,"415","346-5036","no","no",0,208.7,150,212.8,104,178.1,98,8.5,4,0,"False."
"2781","IN",77,"408","328-7252","no","no",0,185.9,95,212,98,282.3,81,11.3,4,3,"False."
"2782","SC",109,"415","360-1745","no","no",0,222.5,74,169.7,75,264.3,94,9,3,2,"False."
"2783","IN",108,"415","358-2046","no","no",0,201.1,101,170.7,86,237.4,113,11.6,3,3,"False."
"2784","IA",79,"415","344-6935","no","yes",17,167.9,114,243.7,93,211.9,114,9.1,2,1,"False."
"2785","MD",119,"408","401-9665","no","no",0,239.1,88,243.5,79,230.9,92,10.9,3,3,"True."
"2786","MN",38,"510","399-5291","no","no",0,175.7,109,211.8,97,137.9,109,9.2,3,5,"True."
"2787","AR",109,"415","409-6588","no","yes",29,111.2,90,263.5,98,224.7,128,9,6,6,"True."
"2788","MS",78,"415","358-5721","no","no",0,87.7,74,214.8,58,201.3,147,10.8,6,1,"False."
"2789","MN",134,"415","414-7446","no","no",0,244.1,99,246.9,111,200,133,7.2,2,0,"False."
"2790","WA",47,"415","329-9517","no","yes",27,165,89,127.3,118,284.4,95,7.7,4,2,"False."
"2791","MS",59,"408","415-9553","no","yes",27,127.4,110,103.3,99,164.2,73,9.1,3,0,"False."
"2792","ID",151,"415","413-3177","no","no",0,194.8,106,292.7,103,224.6,82,5.5,3,0,"False."
"2793","NC",129,"415","347-5113","no","no",0,54.7,131,256.1,105,176.6,135,11.1,4,1,"False."
"2794","VA",107,"510","330-2662","no","yes",27,283.4,104,224.1,152,241.3,63,14.4,7,2,"False."
"2795","MT",137,"408","330-5824","yes","no",0,258,112,246.5,117,173.2,100,10.9,3,0,"True."
"2796","MI",76,"510","411-1261","no","no",0,90.5,142,211.7,75,194.9,76,9.3,2,1,"False."
"2797","HI",24,"415","329-8788","no","no",0,235.6,132,115.9,129,185.4,136,16.2,2,0,"False."
"2798","NC",169,"408","333-7869","no","no",0,142.5,82,231.4,110,131.2,67,10,4,2,"False."
"2799","MN",30,"408","399-4800","no","no",0,54,68,179.3,96,247.2,101,10.2,8,1,"False."
"2800","WV",70,"415","402-2072","no","no",0,214.8,87,131,114,216.9,104,9.4,3,3,"False."
"2801","SD",52,"510","403-6187","yes","no",0,251.4,118,196.6,80,192,53,11,2,0,"True."
"2802","HI",3,"408","355-2872","no","no",0,139,99,250.7,108,286.2,87,6.1,3,4,"False."
"2803","MS",38,"415","386-2970","no","no",0,117.3,114,208.7,105,203.4,98,14.4,2,2,"False."
"2804","NY",104,"415","389-6081","no","no",0,264,108,132.2,75,177.7,91,10.6,8,3,"False."
"2805","LA",27,"408","348-7556","no","no",0,82.6,105,204,99,224.2,122,9.1,4,1,"False."
"2806","KS",166,"415","334-9163","yes","yes",28,175.8,126,253.6,76,128.5,72,11.4,5,1,"False."
"2807","MA",13,"408","411-4293","no","no",0,220.4,100,211.2,79,259.3,112,13.6,8,2,"False."
"2808","AK",52,"408","375-5562","no","no",0,217,104,152.3,83,134.3,109,11.8,4,2,"False."
"2809","SD",114,"415","386-3823","no","yes",25,129,77,290,110,177.1,110,11.6,5,1,"False."
"2810","CO",156,"408","364-6445","no","no",0,150.5,106,152.9,112,215.9,86,3.5,3,1,"False."
"2811","NH",90,"415","383-2251","no","yes",42,193.3,66,263.3,85,214.4,97,11.1,4,0,"False."
"2812","WV",62,"415","351-3169","no","no",0,189.5,122,103.8,95,180.6,106,10.8,5,2,"False."
"2813","AZ",82,"415","413-6380","no","yes",33,137.8,95,235.5,128,268.1,70,11,6,2,"False."
"2814","ME",52,"510","380-9674","no","no",0,129.3,80,142.7,101,258.3,89,12.3,4,3,"False."
"2815","NH",146,"510","345-2319","no","no",0,115.6,77,213.6,100,218.4,72,10.7,6,1,"False."
"2816","RI",120,"415","377-5441","no","yes",23,221.9,114,254.7,84,250.5,117,7.2,5,2,"False."
"2817","ID",130,"415","358-3692","no","no",0,263.7,113,186.5,103,195.3,99,18.3,6,1,"True."
"2818","WI",90,"408","400-5831","no","no",0,61.3,91,194.4,94,143.1,80,11.4,9,1,"False."
"2819","NM",147,"408","357-5995","yes","no",0,183.8,113,164.7,110,111,87,10.1,4,1,"False."
"2820","WY",159,"415","391-2159","no","no",0,167.4,68,143.8,74,140.1,111,10.3,3,0,"True."
"2821","IL",74,"510","398-5954","no","yes",27,154.1,122,195.3,150,276.7,86,13.2,2,4,"False."
"2822","TX",130,"408","385-6175","no","no",0,252,101,170.2,105,209.2,64,5.7,5,0,"False."
"2823","RI",155,"408","334-2961","yes","no",0,163.1,94,291.7,108,96.4,111,11.2,3,0,"False."
"2824","MI",87,"415","405-4303","no","no",0,198.3,80,187,89,133.5,96,16.6,4,2,"False."
"2825","OR",81,"415","406-4100","no","no",0,324.7,48,236.4,82,187.6,78,13.1,5,0,"True."
"2826","VA",99,"510","352-4401","no","no",0,128.3,78,215.3,120,143.7,140,14.3,9,2,"False."
"2827","SD",131,"510","347-1473","no","no",0,187.9,110,200.5,101,202.6,125,10.2,11,2,"False."
"2828","AL",89,"510","347-2016","no","no",0,129.2,71,214.1,68,214.9,100,10.3,4,5,"True."
"2829","MS",123,"415","388-8948","yes","no",0,125.5,106,128.9,96,251.9,129,6.3,6,4,"True."
"2830","MS",130,"510","402-5509","no","yes",26,257.2,108,224.3,122,204,118,12.6,4,1,"False."
"2831","HI",99,"415","367-2598","no","no",0,124.6,90,146.4,70,169.4,95,10.5,6,1,"False."
"2832","WV",36,"408","370-5001","no","no",0,175.1,144,216.9,69,243.7,146,9.9,3,1,"False."
"2833","WV",87,"415","332-3693","no","no",0,124.3,91,173.4,105,256.3,109,7.5,5,3,"False."
"2834","WV",139,"415","403-9766","no","no",0,271.6,130,156,131,136.3,108,11.6,9,2,"False."
"2835","IN",189,"510","363-2407","no","no",0,219.9,80,143.3,117,130.6,69,11.7,7,1,"False."
"2836","NM",96,"415","395-9214","no","yes",33,183.3,115,201.4,87,177.4,84,10.4,15,3,"False."
"2837","DE",112,"408","351-8894","no","no",0,101.1,119,214.4,67,179.5,112,10.3,5,2,"False."
"2838","NC",75,"408","406-5003","no","no",0,203.3,70,228.9,97,222.2,118,14.3,3,1,"False."
"2839","NM",178,"415","398-1332","no","yes",35,175.4,88,190,65,138.7,94,10.5,3,2,"False."
"2840","SC",112,"415","363-8033","no","no",0,266,97,214.6,94,306.2,100,14.2,2,2,"True."
"2841","NJ",108,"415","333-1012","no","yes",41,171.6,110,136.1,78,183.4,103,10.8,7,0,"False."
"2842","AZ",100,"510","391-6260","no","no",0,78.7,98,225.6,102,150.4,106,14,8,0,"False."
"2843","RI",121,"510","336-1353","no","yes",20,211.9,110,215.1,120,238.5,107,9.4,2,0,"False."
"2844","SD",116,"415","365-5629","no","no",0,63.7,101,195.8,95,210.1,87,10,6,1,"False."
"2845","NH",161,"415","349-4397","no","no",0,173.4,100,213.7,74,141.5,69,11.5,4,1,"False."
"2846","AL",19,"415","380-3910","yes","no",0,237.7,98,207.1,121,182.2,95,4.5,4,0,"False."
"2847","WV",104,"415","354-7820","no","no",0,225.9,123,162.8,106,272.1,85,10.1,4,1,"False."
"2848","ID",119,"415","338-9952","yes","yes",32,173,101,209.4,93,231.1,91,12.2,4,0,"False."
"2849","MD",125,"415","405-1821","no","no",0,224.9,102,143.8,87,198.9,105,8,2,0,"False."
"2850","IN",156,"510","329-8669","no","no",0,237.7,122,181.5,91,185.7,151,7.7,4,1,"False."
"2851","WY",109,"415","328-8808","no","no",0,137,128,217,116,182.1,86,10,5,2,"False."
"2852","NH",95,"510","409-3018","no","no",0,142.5,109,176.1,107,189.6,88,8.2,3,2,"False."
"2853","MN",90,"408","421-5994","no","no",0,142.4,126,126.2,118,274.2,71,4.6,4,1,"False."
"2854","MA",105,"415","354-4448","no","yes",21,147,112,197.3,43,267.4,93,8.7,3,2,"False."
"2855","NH",101,"510","352-5081","no","no",0,220.3,124,188.6,101,278.4,98,10.6,4,1,"False."
"2856","MN",95,"415","401-7803","no","no",0,149.2,96,260.7,116,201,120,8.1,2,1,"False."
"2857","IA",123,"415","420-6052","no","no",0,204.4,88,137.5,111,226,100,10,4,0,"False."
"2858","NY",160,"408","352-6084","no","no",0,216.8,77,207.3,117,228.6,117,5.6,2,1,"False."
"2859","AL",141,"510","388-8583","no","yes",28,308,123,247.8,128,152.9,103,7.4,3,1,"False."
"2860","WV",87,"415","415-3158","no","no",0,58,125,67.5,116,185.9,136,11.5,3,0,"False."
"2861","NM",81,"415","402-9304","no","no",0,173.2,80,236.2,94,240.2,84,11.8,6,2,"False."
"2862","CA",75,"415","341-1916","no","yes",19,210.3,90,241.8,87,215.7,102,13.1,3,4,"False."
"2863","MA",126,"408","381-2745","no","yes",24,58.9,125,305.5,90,158.9,73,12.1,6,0,"False."
"2864","ME",28,"415","402-5014","no","no",0,236.8,102,167.1,87,280.2,115,9.7,3,3,"False."
"2865","FL",153,"415","399-8846","no","no",0,228.9,102,160.7,136,203.1,109,12.5,2,0,"False."
"2866","NH",97,"408","328-9267","no","yes",32,90,87,276.3,113,185.2,107,8.6,6,2,"True."
"2867","IN",115,"408","348-7224","no","no",0,146.7,128,106.2,74,197.7,104,11.1,4,2,"False."
"2868","WI",95,"408","336-2190","no","no",0,237.3,83,154,65,237,105,11.2,6,1,"False."
"2869","MA",17,"415","376-4705","yes","no",0,162.8,118,229.6,91,332.7,94,13.6,3,0,"True."
"2870","NH",105,"415","381-4076","no","yes",20,186.9,114,256.3,91,334.7,104,8.9,2,1,"False."
"2871","TX",121,"415","348-8464","no","no",0,86.1,100,259.8,113,148,79,9.1,9,2,"False."
"2872","NC",125,"408","412-7020","no","no",0,212.3,89,215.4,127,186.8,73,11.3,2,2,"False."
"2873","CT",124,"415","386-8432","no","no",0,151,98,120.6,119,152.8,81,9.2,2,2,"False."
"2874","NJ",35,"408","337-1802","no","no",0,158.6,67,130.4,96,229.8,80,6.9,5,2,"False."
"2875","WY",134,"510","366-1084","no","no",0,296,93,226.4,117,246.8,98,12.3,10,0,"True."
"2876","LA",123,"510","352-4182","no","yes",32,212.3,77,251.5,78,208.7,85,6.6,2,3,"False."
"2877","NV",124,"415","368-5628","no","no",0,234.4,61,179.3,111,285.5,117,10.4,6,3,"False."
"2878","WV",133,"510","333-8996","no","no",0,176.8,92,187.5,97,196.8,88,6.5,3,2,"False."
"2879","AR",185,"415","353-2557","no","yes",19,157.3,123,257.7,94,190.4,107,9.6,6,0,"False."
"2880","SC",1,"415","356-8621","no","yes",26,146.6,68,172.8,67,173.8,113,10,2,1,"False."
"2881","KS",107,"415","354-6942","no","no",0,260.5,108,102.4,110,129.7,148,9.8,5,1,"False."
"2882","NY",91,"415","377-9829","no","yes",20,146.1,98,277.4,104,137.7,100,6.2,3,1,"False."
"2883","MI",178,"408","348-4660","yes","no",0,124.5,134,141.2,78,268.2,113,11.4,2,2,"True."
"2884","MA",123,"415","410-5199","no","no",0,209.4,49,237.4,117,239.2,98,9.8,11,1,"False."
"2885","UT",170,"415","397-6542","no","no",0,285.7,44,167.5,144,260,97,8.7,4,1,"True."
"2886","HI",135,"415","333-4492","no","no",0,190.9,44,161.4,109,231.9,100,8.4,2,1,"False."
"2887","PA",85,"408","405-9573","no","no",0,144.4,88,264.6,105,185.4,94,9.9,3,1,"False."
"2888","OR",134,"415","359-7255","no","yes",50,208.8,130,132.9,104,136.7,107,11.1,4,2,"False."
"2889","TN",148,"415","419-5501","no","yes",36,77.6,141,207,60,255.7,115,10.9,2,1,"False."
"2890","CT",93,"415","404-4809","no","no",0,271.1,101,237.4,133,145.4,103,8.4,6,1,"True."
"2891","AZ",138,"415","344-6334","no","no",0,240.8,104,144.5,92,125.7,98,11.6,1,0,"False."
"2892","OR",159,"510","400-1899","no","no",0,114.8,98,192.6,101,259,108,12.2,5,0,"False."
"2893","DE",103,"415","346-5053","no","yes",34,138.8,80,142,108,183.8,77,11.8,7,1,"False."
"2894","MA",150,"408","398-2148","no","yes",27,209.8,112,155,80,251.5,111,7.2,6,0,"False."
"2895","CT",37,"408","347-7675","no","no",0,134.9,98,248.4,130,236.2,113,14.7,2,3,"False."
"2896","AR",33,"415","411-8956","yes","no",0,164,99,153.1,102,123.8,104,6.4,4,0,"False."
"2897","SD",55,"415","390-3761","no","no",0,245.5,130,192.7,54,141.7,83,9.1,4,1,"False."
"2898","CT",134,"408","377-3876","no","yes",32,80.3,94,199.9,124,170.8,117,16.6,3,0,"False."
"2899","CT",107,"408","345-2476","no","no",0,90.7,90,207.5,109,169.4,96,5.6,5,2,"False."
"2900","MA",80,"408","337-7879","no","yes",36,190.3,115,256.6,78,214.9,145,3.8,4,1,"False."
"2901","MS",78,"408","361-7283","no","no",0,108.6,108,209.9,126,222.6,117,7.9,5,1,"True."
"2902","MT",85,"408","372-4868","no","yes",17,89.8,88,233.2,75,165.7,116,9.3,7,4,"True."
"2903","AK",61,"415","346-8863","no","yes",15,252.4,106,187.8,69,259.6,137,10,3,2,"False."
"2904","DE",97,"415","390-5267","no","yes",32,183.4,94,269.1,120,203.5,38,6.7,4,5,"False."
"2905","OH",136,"408","392-1547","yes","no",0,183.4,103,141.9,113,200.4,122,10.4,9,2,"False."
"2906","MN",135,"408","340-8177","no","no",0,155.2,100,135.9,84,184.6,82,3.8,9,3,"False."
"2907","CA",87,"415","383-4802","no","yes",19,165.8,122,186.9,89,249.7,78,0,0,1,"False."
"2908","OH",165,"510","378-8567","no","no",0,209.4,67,273.8,89,150.2,88,12.8,1,0,"False."
"2909","NV",148,"415","406-7844","no","no",0,279.3,104,201.6,87,280.8,99,7.9,2,2,"True."
"2910","SC",99,"415","402-9173","no","no",0,174.1,102,99.1,118,211.6,126,7.7,2,2,"False."
"2911","WV",123,"415","352-3440","no","no",0,175.7,78,184.6,96,156.9,92,9.1,2,2,"False."
"2912","NM",127,"415","363-1413","yes","no",0,256.5,87,222.1,101,156.7,122,13,3,1,"False."
"2913","WY",151,"415","394-8861","no","no",0,170.2,89,187.5,83,119.5,100,4.3,3,0,"False."
"2914","CA",185,"408","358-4036","no","no",0,139.6,92,250.2,115,158.1,79,10.8,4,1,"False."
