"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier","Test_Split"
"2462","WY",78,"408","384-3902","no","no",0,220,95,179.9,121,188.2,109,11.5,5,0,"False.",4.78471785468523,FALSE,0.448865175480023
"2463","NE",92,"415","386-2759","no","no",0,181.4,98,164.5,98,171,110,10.9,4,2,"False.",1.82597632604972,FALSE,0.18632471258752
"2464","WY",146,"415","356-1270","no","yes",11,180.7,82,173.7,90,231.5,89,10.1,4,2,"False.",3.82953574498998,FALSE,0.426548582501709
"2465","OR",125,"408","379-1336","no","yes",32,96.5,109,145.8,109,174.4,82,9.4,2,1,"False.",10.9080308120634,FALSE,0.820779866538942
"2467","MD",83,"408","404-5057","no","yes",38,107.9,90,140.4,94,253.6,79,10.5,2,0,"False.",14.5647327018372,FALSE,0.325382151640952
"2468","TN",3,"510","407-8012","yes","no",0,161,96,244.9,82,180.8,103,7.7,6,1,"False.",10.2459498728156,FALSE,0.842411929508671
"2471","MS",189,"415","411-6501","no","no",0,227.8,124,169.5,112,201.1,91,5.6,4,3,"False.",12.5512854567187,FALSE,0.791872961213812
"2472","OH",95,"415","329-8056","no","yes",23,160.3,87,202.4,101,191.1,122,7.4,3,0,"False.",6.6416502203625,FALSE,0.961628437507898
"2473","IN",129,"415","415-4564","no","no",0,137.8,120,225.8,110,145.2,95,10.2,6,1,"True.",4.92558549041424,FALSE,0.660920487483963
"2475","TX",80,"510","384-3904","no","yes",22,196.4,115,150.3,109,176.2,75,9.3,1,0,"False.",9.37711124321118,FALSE,0.465789224253967
"2476","AK",1,"408","373-1028","no","no",0,175.2,74,151.7,79,230.5,109,5.3,3,1,"False.",14.7656973646001,FALSE,0.716613848693669
"2478","MA",96,"415","359-9369","no","no",0,173.9,111,287.4,105,204.8,91,9.1,7,1,"False.",5.7928476253114,FALSE,0.845482558710501
"2480","ID",116,"510","414-7090","yes","yes",29,162.3,91,279.3,79,192.7,131,11.7,2,3,"True.",12.2005756394243,FALSE,0.746415409026667
"2481","DE",105,"415","350-2250","yes","no",0,150,106,293.8,123,250.7,65,10.3,7,3,"False.",12.8026498191627,FALSE,0.26403076434508
"2482","VA",80,"415","383-9355","no","no",0,197.5,114,206.9,119,163.6,109,11.3,4,1,"False.",3.33419741977749,FALSE,0.745913676219061
"2483","MT",157,"408","417-3257","no","no",0,240.2,67,153,98,249,72,10.2,6,2,"False.",11.8484552167815,FALSE,0.671582471346483
"2484","ID",67,"510","336-8010","no","yes",30,186.2,117,286.7,76,164.3,113,12.9,3,2,"False.",11.3064471095072,FALSE,0.172052733367309
"2486","MD",79,"415","358-4412","no","yes",17,236.7,95,263.5,56,259.6,107,12,4,1,"False.",10.9662876296465,FALSE,0.669716468313709
"2487","MS",76,"408","368-8972","no","no",0,173.2,93,131.2,80,170.9,104,5.4,3,0,"False.",9.72610386397454,FALSE,0.930354031501338
"2488","WA",111,"510","407-9841","no","no",0,152.2,114,137.2,102,185.9,97,9.8,3,0,"False.",4.84205651667879,FALSE,0.850974758388475
"2489","OH",94,"415","393-5208","no","no",0,181.3,135,182.4,108,180.6,103,6.7,2,0,"False.",8.41576584668515,FALSE,0.781073235208169
"2490","RI",143,"408","332-2889","no","no",0,167.8,72,211,99,153.5,109,10.5,6,4,"True.",9.17265072995092,FALSE,0.685842331266031
"2491","AR",109,"510","374-5530","no","no",0,175.4,125,250.7,87,289.3,74,9.8,9,1,"False.",12.9222886334437,FALSE,0.591369112022221
"2492","AZ",138,"415","332-3381","no","no",0,87.6,112,266.9,107,214.6,104,9.8,10,2,"False.",13.4388417945941,FALSE,0.403273216914386
"2493","SC",73,"415","344-9347","no","no",0,203.3,45,141.9,87,200.7,71,8.5,6,0,"False.",16.8366973754538,FALSE,0.128348112571985
"2495","AL",148,"415","393-4528","no","yes",21,262.9,135,149.5,96,140.5,109,8.1,4,1,"False.",11.5018068292498,FALSE,0.82016446441412
"2496","NE",103,"408","347-2378","no","no",0,160.8,91,155.8,82,254.3,103,8.5,3,1,"False.",4.55010487571725,FALSE,0.716720472322777
"2497","MT",143,"408","385-2699","no","yes",22,141.8,116,167.3,99,178.1,130,7.8,3,1,"False.",8.18407615682749,FALSE,0.788324852474034
"2500","CA",120,"415","375-5547","no","no",0,252.1,110,226.1,103,155.6,83,13.8,3,1,"False.",7.17980201851136,FALSE,0.174490140983835
"2501","UT",121,"415","337-2348","no","yes",41,215.5,95,241.8,92,147,108,9.6,3,1,"False.",9.54092074885752,FALSE,0.598648968385532
"2503","DC",115,"408","393-5802","no","no",0,178.7,114,271,96,245.9,94,16.4,5,2,"False.",9.71075777036221,FALSE,0.707315941806883
"2504","IN",168,"415","384-2219","no","no",0,183.2,131,179.2,73,292.8,100,9.9,5,2,"False.",11.1868470975594,FALSE,0.563668774208054
"2505","NM",90,"415","347-6164","no","no",0,167.5,96,139.1,104,138.4,87,13,1,1,"False.",7.6818051983385,FALSE,0.282807909185067
"2506","MS",70,"510","376-9940","no","no",0,147.1,105,200,135,234.9,65,12.5,9,3,"False.",15.260316379314,FALSE,0.392056765733287
"2507","VT",138,"415","354-4352","no","no",0,230.1,107,212,120,174.9,119,13.2,4,1,"False.",5.82493644207549,FALSE,0.672728167846799
"2508","VT",43,"408","331-8713","no","no",0,135.8,125,163.2,88,229.8,106,12.6,3,0,"False.",8.71237772840117,FALSE,0.162179667269811
"2509","UT",117,"510","341-3663","no","yes",20,205.7,98,136.1,107,159.4,147,8.7,3,2,"False.",10.7047761606132,FALSE,0.108501903479919
"2510","KY",108,"408","376-4665","no","no",0,73.8,105,143.4,114,170.2,98,10.9,3,2,"False.",7.2279469427224,FALSE,0.533444229979068
"2511","VA",118,"408","421-9034","no","no",0,189.3,119,233.5,112,270.9,104,10,1,2,"False.",7.03862976435322,FALSE,0.103199100354686
"2513","AZ",62,"408","370-8262","no","yes",42,137.3,95,184.2,94,231.4,70,10.2,3,0,"False.",13.3673430765758,FALSE,0.639925142051652
"2515","VA",44,"408","356-4146","no","no",0,204.6,117,205.2,94,164.6,84,10.7,5,0,"False.",6.53566895852325,FALSE,0.564042437123135
"2516","MD",111,"510","372-8883","no","no",0,123.1,88,213.9,84,184.9,88,12,2,5,"True.",12.0354329454679,FALSE,0.305536519503221
"2517","MA",127,"510","336-1880","no","yes",19,129.7,115,160.8,101,265,63,12.2,3,2,"False.",9.70635413155221,FALSE,0.266009031329304
"2518","IL",151,"415","347-5843","yes","no",0,198.7,70,209.5,106,281.9,126,12.4,4,0,"False.",11.8402031742765,FALSE,0.632500789593905
"2519","LA",53,"415","370-8023","no","no",0,145.1,116,233.7,82,208.7,95,7.9,5,2,"False.",5.27626646264053,FALSE,0.830757833551615
"2521","DC",123,"408","387-3422","no","yes",28,124.7,105,250.4,78,216.4,128,7.8,8,1,"False.",12.5560730752916,FALSE,0.99233503616415
"2524","NJ",88,"510","344-6258","no","no",0,144.3,116,156.4,74,214.7,90,7.8,10,3,"False.",13.970940901232,FALSE,0.179838889045641
"2525","VA",106,"415","353-8928","no","no",0,235.2,121,220.6,87,236.3,91,11.8,4,1,"False.",4.58068812040009,FALSE,0.328692074865103
"2526","TN",95,"510","365-7784","no","no",0,174,57,281.1,118,197.2,94,9.7,2,0,"False.",12.0658516341427,FALSE,0.854895716765895
"2527","NJ",57,"510","330-2635","yes","no",0,115,65,122.3,96,245,75,6.4,1,0,"True.",17.7118871238842,FALSE,0.184360313229263
"2528","WA",184,"408","344-3131","no","no",0,151.7,93,178.5,77,229.1,111,13.1,8,2,"False.",11.4249435718259,FALSE,0.795356702525169
"2529","AR",109,"510","378-4294","no","no",0,153.1,102,234.1,77,329.2,74,9.9,9,3,"False.",16.782318656905,FALSE,0.858852138277143
"2530","WI",127,"415","343-9365","no","no",0,218.6,93,149.9,130,204.6,131,9.2,5,2,"False.",7.64001420935614,FALSE,0.472019533859566
"2531","WA",82,"510","362-5579","no","no",0,265.2,122,178.7,102,174.7,90,10.7,9,2,"False.",10.8478332963626,FALSE,0.648202839307487
"2532","RI",180,"415","366-7616","no","no",0,143.3,134,180.5,113,184.2,87,10.1,4,1,"False.",8.8563925913819,FALSE,0.32504168455489
"2533","ME",174,"415","397-2870","no","no",0,190.3,98,252.7,70,220.6,97,7.2,9,2,"False.",13.6654122262254,FALSE,0.46613745810464
"2534","CO",92,"415","408-3262","no","no",0,184.7,60,262,73,239.5,120,12.3,6,2,"True.",11.5830967506482,FALSE,0.94240728369914
"2535","CO",81,"408","372-9091","no","no",0,115.3,99,224.7,117,152.5,98,18,2,1,"False.",13.5940906509904,FALSE,0.245464298641309
"2538","NC",122,"415","396-8662","no","no",0,215.6,86,167.8,59,207,67,6.4,8,3,"False.",16.2202129204959,FALSE,0.967071830527857
"2539","WY",34,"408","339-6446","no","no",0,128.8,80,208.7,93,202.1,103,14,7,1,"False.",9.12510298229455,FALSE,0.260048856958747
"2540","OR",138,"415","384-7236","yes","yes",28,211.2,117,312.5,98,178,118,10.7,2,3,"True.",12.9048773526539,FALSE,0.654107216512784
"2542","KY",73,"408","369-7295","no","no",0,94.9,121,253.2,83,175.1,86,14.2,2,2,"False.",10.7625765329903,FALSE,0.969246099004522
"2543","SC",19,"510","408-5322","no","no",0,259.4,116,269.7,109,175.3,130,9.5,3,1,"True.",13.0060376549334,FALSE,0.918539323844016
"2544","WA",120,"408","344-9620","no","yes",28,215.8,123,285.2,76,192.1,78,6.9,3,1,"False.",11.7535188940407,FALSE,0.868152536218986
"2545","MT",160,"415","329-8436","no","no",0,97.5,113,268.1,69,255.3,62,13.2,4,3,"False.",17.2837062298536,FALSE,0.424378974828869
"2546","PA",141,"510","414-6739","no","no",0,146.5,121,169.9,125,238.8,112,8.2,5,0,"False.",7.84015143772273,FALSE,0.781031975988299
"2547","MA",90,"408","406-1730","no","no",0,157.9,72,234,93,210,86,12.2,5,2,"False.",4.56783619158601,FALSE,0.299905892694369
"2548","VT",72,"415","336-9327","no","no",0,139.9,117,223.6,96,240.8,93,12.7,4,2,"False.",4.34614080406699,FALSE,0.289452788420022
"2549","MN",117,"408","378-7418","no","yes",21,153.2,112,263.3,110,135,85,11.9,7,1,"False.",7.81034773786639,FALSE,0.999273833120242
"2550","IL",79,"408","412-6019","yes","no",0,103.5,134,319.3,111,239.9,124,8.4,4,2,"False.",14.873089184467,FALSE,0.98703720793128
"2551","AR",87,"408","390-4789","no","no",0,185.8,119,192.3,83,200,96,6.6,4,1,"False.",4.26958713200189,FALSE,0.480046341195703
"2553","MT",49,"408","353-8970","no","no",0,236.6,91,220.9,146,146.8,114,8.9,2,1,"False.",12.1390495768092,FALSE,0.762275066226721
"2555","CO",107,"415","404-4421","no","no",0,167.3,100,163.9,79,185.9,100,6.7,5,2,"False.",4.29765748241535,FALSE,0.328611925011501
"2556","NC",190,"408","409-3353","no","no",0,182.2,101,212.3,95,233,123,9.3,4,2,"False.",7.74655388537762,FALSE,0.236238847253844
"2557","WA",118,"510","422-2571","no","no",0,113,80,150.1,87,204.3,115,10.8,4,2,"False.",5.46897885239791,FALSE,0.617860030382872
"2559","AR",94,"408","333-2964","no","no",0,136.2,114,165.1,118,137.9,71,9.6,5,0,"False.",8.57925114322638,FALSE,0.340449265437201
"2561","MN",61,"415","409-8802","no","no",0,197.3,67,264.5,106,210.5,116,9,6,1,"False.",8.11009700059459,FALSE,0.981945822248235
"2562","IA",143,"510","354-6183","no","yes",33,141.4,130,186.4,114,210,111,7.7,6,1,"False.",10.240505038261,FALSE,0.688040121691301
"2564","ND",104,"415","389-7620","no","no",0,118.5,92,177.8,109,255.7,98,12.1,4,1,"False.",4.25490889275163,FALSE,0.862182220909745
"2565","MT",16,"510","338-1724","no","no",0,153.2,65,229.7,90,148.2,94,10.7,8,1,"False.",13.7886085522238,FALSE,0.461695483652875
"2566","IL",183,"510","399-1750","no","no",0,108.3,87,183.6,116,176.6,109,13.5,2,0,"False.",12.7226376524093,FALSE,0.126027198508382
"2567","DC",147,"408","354-8914","no","no",0,168.6,92,187.7,107,216.5,95,14.4,8,2,"False.",7.45742605287704,FALSE,0.680295445257798
"2569","MS",102,"510","329-9689","yes","no",0,224.2,81,243.3,90,147.8,66,12,8,3,"False.",12.3991488260924,FALSE,0.162958639673889
"2570","TN",123,"415","337-8950","no","no",0,166.9,98,221.8,77,243.9,114,12.8,4,3,"False.",6.10562385216558,FALSE,0.89581583510153
"2571","IA",64,"415","374-1836","no","yes",43,118.4,100,144.1,108,158.1,91,8.5,6,1,"False.",13.7296712394179,FALSE,0.153157744556665
"2572","AK",103,"510","359-9454","no","no",0,190.9,62,226.6,53,230.1,96,7.8,3,2,"False.",12.1378699265407,FALSE,0.258641593623906
"2574","WV",124,"415","344-1970","no","no",0,312,112,180,109,168.6,94,12.8,4,1,"True.",9.53941213694841,FALSE,0.244024680228904
"2575","OR",97,"415","417-2774","no","no",0,146,121,203,141,151.8,120,13.3,2,1,"False.",11.0590491737702,FALSE,0.311864907387644
"2576","MS",131,"415","333-9002","no","no",0,131.6,95,179.3,109,251.2,129,15.5,3,1,"True.",9.93626155165955,FALSE,0.221246689558029
"2578","MN",157,"510","372-6920","no","no",0,185.1,92,213,85,196.1,85,8.5,5,2,"False.",4.54621387697078,FALSE,0.9030366090592
"2579","GA",194,"510","333-6575","no","no",0,193.3,106,169,150,225.2,122,11.8,4,0,"False.",15.9097397862422,FALSE,0.959397464292124
"2580","DC",66,"415","410-1190","no","no",0,146.4,107,196.5,99,230.1,106,7.8,2,1,"False.",4.18392351716389,FALSE,0.942848661448807
"2581","GA",155,"510","376-1641","no","no",0,71.2,90,304.4,119,183.3,103,8.6,4,0,"False.",14.4724411286398,FALSE,0.453300039982423
"2582","NY",123,"415","329-6731","no","no",0,123.2,104,190,117,170.3,95,12.9,5,4,"True.",7.75281300947203,FALSE,0.437665002420545
"2584","OK",63,"415","388-7355","no","no",0,128.7,78,240.8,133,237.7,121,12.8,6,1,"False.",10.7969232185637,FALSE,0.359821268357337
"2585","GA",64,"510","412-7791","no","no",0,216.9,78,211,115,179.8,116,11.4,5,3,"False.",6.24004331581173,FALSE,0.896644064690918
"2586","NJ",96,"510","368-6111","no","no",0,150,122,218.5,116,212.4,89,9.8,1,3,"False.",7.17903183943301,FALSE,0.371063167229295
"2587","MN",53,"415","401-9420","no","no",0,164.1,106,206,56,194.7,124,11.4,2,1,"False.",10.1366768414287,FALSE,0.503285011276603
"2588","ME",105,"510","352-5750","no","no",0,212,113,226.6,128,193.6,114,8.9,7,3,"False.",7.15748323656608,FALSE,0.527599306078628
"2589","MI",53,"510","417-3702","no","yes",37,167.3,99,194.7,99,236.7,112,12,9,2,"False.",13.3205728628834,FALSE,0.170270065078512
"2590","MT",101,"415","353-5714","no","no",0,154.4,130,217.2,101,185.4,52,13.9,4,1,"False.",11.4701920178615,FALSE,0.53859877679497
"2591","NE",129,"510","409-9494","no","yes",30,177.3,95,211.8,102,240.2,108,9.3,7,3,"False.",7.3800287676855,FALSE,0.11049344507046
"2592","ND",122,"408","395-1901","no","no",0,231.2,141,267.8,136,240.3,100,8.8,5,1,"True.",11.7599842404104,FALSE,0.614105034386739
"2594","VT",93,"408","417-6044","no","no",0,149.6,120,200.7,85,181.2,107,14.3,9,0,"False.",10.9336135756511,FALSE,0.544976426986977
"2595","OH",115,"510","348-1163","yes","no",0,345.3,81,203.4,106,217.5,107,11.8,8,1,"True.",15.8942288515775,FALSE,0.22762869251892
"2596","AL",25,"408","337-4600","no","no",0,264.9,80,281.2,66,166.1,80,8.4,4,1,"True.",15.718518156603,FALSE,0.901508652605116
"2597","DC",73,"408","355-5922","no","no",0,122,92,138.3,114,224.2,128,5.8,5,1,"False.",10.0550299252333,FALSE,0.198526436695829
"2598","ND",120,"415","369-5810","no","no",0,177.2,88,270.4,99,231.5,90,14,2,2,"False.",7.20874352977031,FALSE,0.421812117565423
"2599","TN",196,"415","340-8291","no","no",0,133.1,80,206.5,120,221.6,96,10.3,8,1,"False.",12.4477271409432,FALSE,0.884361858014017
"2600","DE",97,"510","354-7397","no","no",0,225.1,90,279.5,127,233.8,103,8.8,4,0,"True.",8.00754254012313,FALSE,0.238200846593827
"2601","NY",148,"408","407-7464","no","no",0,208.4,120,174.4,99,310.7,105,11.2,4,1,"False.",8.27296526839491,FALSE,0.291630598250777
"2602","AL",85,"408","386-6411","no","yes",30,173.1,107,247.2,101,158.7,104,11.5,5,1,"False.",5.1430458023508,FALSE,0.876395269529894
"2603","OK",86,"510","397-3746","yes","no",0,162.4,131,167,102,128.9,118,11.4,2,2,"True.",8.30279756317938,FALSE,0.619072475004941
"2604","MS",78,"415","410-5236","no","yes",13,281.2,93,178.2,101,244.2,129,6.4,5,2,"False.",9.76118814496638,FALSE,0.857298753689975
"2605","MD",106,"415","409-2412","no","no",0,208.3,89,169.4,67,102,90,15.9,4,3,"False.",14.6335549493474,FALSE,0.477284332504496
"2607","AR",145,"415","332-5820","no","no",0,224.2,89,314.9,121,182.9,121,16.1,3,1,"True.",15.9265298247956,FALSE,0.894230959936976
"2608","IL",91,"415","373-4483","no","no",0,189.3,100,239.3,107,89.7,89,9.9,3,3,"False.",8.1148320863678,FALSE,0.169069356750697
"2610","UT",116,"415","380-2929","no","yes",24,232.9,90,152.1,94,344.3,82,10.7,6,1,"False.",13.9117001395298,FALSE,0.621070137713104
"2611","LA",69,"415","420-7692","no","yes",37,155,98,142.4,105,143.7,117,5.9,4,1,"False.",12.8511452764196,FALSE,0.722760529723018
"2612","ID",135,"510","380-6437","no","no",0,154.4,130,203.8,90,158.7,59,11.8,3,0,"False.",11.3226631241257,FALSE,0.190216163406149
"2613","KY",73,"510","377-8309","no","no",0,234.7,102,195.7,110,253.4,71,8.4,8,2,"False.",9.26777667238185,FALSE,0.568715502275154
"2616","WV",100,"415","381-3735","no","no",0,166,102,236.1,97,134.3,93,10.9,4,1,"False.",3.07393965209353,FALSE,0.671531327534467
"2618","SD",64,"415","395-6758","no","no",0,174.5,98,180.2,103,179,89,10.7,2,2,"False.",3.2023396256104,FALSE,0.919210898689926
"2619","MD",116,"510","399-5424","yes","yes",27,175.5,137,210.6,60,294.8,121,6.9,5,1,"False.",16.3167146207223,FALSE,0.325559697812423
"2620","ND",147,"408","409-4671","yes","yes",35,157.5,109,189.6,67,227,76,11.1,2,3,"True.",13.1787302593081,FALSE,0.546752070309594
"2623","IL",86,"510","342-7716","no","yes",16,144.8,105,206.2,111,255.4,117,11.6,2,4,"False.",8.94105446794529,FALSE,0.370116141391918
"2624","UT",134,"415","417-2221","no","no",0,258.8,85,129.5,114,193.6,106,10.9,7,2,"False.",8.47105204381366,FALSE,0.637621424626559
"2625","MI",105,"415","376-5213","no","no",0,226.9,106,182.2,77,203.9,107,11.6,2,0,"True.",5.92527230030907,FALSE,0.609607010148466
"2626","AR",88,"408","348-7448","no","no",0,152.9,119,171.2,107,257,106,12,5,2,"False.",4.1239607238147,FALSE,0.818292169133201
"2627","TX",90,"408","328-8179","no","yes",27,156.7,51,236.5,118,123.2,111,12.6,6,2,"False.",14.6100673434485,FALSE,0.117891796631739
"2628","AK",86,"408","389-4602","no","no",0,150.8,85,295.9,88,247.2,104,12.5,1,1,"False.",9.73475885503497,FALSE,0.66335767111741
"2629","TN",37,"415","413-2238","no","no",0,221,126,204.5,110,118,98,6.8,3,4,"False.",14.6750210707261,FALSE,0.201607255265117
"2630","NH",141,"415","402-3370","no","yes",32,322.4,92,283.2,107,209.5,111,6.7,3,1,"True.",16.6020249646966,FALSE,0.586859541479498
"2631","NM",148,"408","348-6008","no","no",0,153.6,148,262.1,87,225.5,99,9.8,3,2,"False.",10.8916914593954,FALSE,0.695069978712127
"2632","MN",163,"408","371-5655","no","yes",22,215.1,91,138.9,102,146.2,109,12.4,2,2,"False.",9.10851727769258,FALSE,0.528288147877902
"2633","IA",89,"415","374-5224","no","yes",35,174.4,108,196.7,100,127.4,74,11.8,3,1,"False.",9.1323114976683,FALSE,0.369521510088816
"2634","RI",63,"415","371-1187","no","no",0,180.5,126,230,98,232.5,73,10.6,3,0,"False.",7.64215554475643,FALSE,0.698472405551001
"2635","AL",102,"415","337-1100","no","no",0,123.1,106,182,102,244.6,75,12.6,7,2,"False.",6.3627368946703,FALSE,0.47370445728302
"2636","NC",76,"510","421-8141","no","no",0,165.7,94,257.4,80,170.8,114,10,4,1,"False.",4.30188910645813,FALSE,0.230807848041877
"2637","SD",104,"408","406-2678","no","no",0,200.2,92,118.7,87,236.6,65,6,6,2,"False.",11.0147906038717,FALSE,0.454134696628898
"2639","HI",105,"510","364-8128","no","no",0,125.4,116,261.5,95,241.6,104,11.4,9,2,"False.",9.30044021957042,FALSE,0.257680573733523
"2640","MT",63,"415","356-7817","no","yes",33,184.2,111,312.6,89,264,55,12.2,4,1,"False.",17.7892957136152,FALSE,0.554080500733107
"2643","CO",63,"408","378-8029","yes","yes",21,151.5,99,147.8,89,210.4,114,10,4,1,"False.",4.58571650560139,FALSE,0.211102063767612
"2644","MI",74,"415","386-4215","no","no",0,124.8,114,133,121,160.3,85,10.6,7,3,"False.",9.64420314131372,FALSE,0.636393392225727
"2645","AL",76,"415","367-8156","no","no",0,179.2,85,222.9,66,188.2,113,12.4,2,0,"False.",8.32241413476884,FALSE,0.716973771108314
"2646","KS",91,"408","382-8079","yes","no",0,246.4,110,182,98,157.6,106,12.1,2,2,"True.",5.27798547297187,FALSE,0.776862405473366
"2649","CO",131,"415","397-7125","no","yes",23,170.8,145,236.7,93,294.5,100,12.7,1,1,"False.",14.8758651853746,FALSE,0.94639556040056
"2650","MN",84,"415","333-6296","no","no",0,216.1,114,197.5,107,217.8,104,9.8,3,1,"False.",2.29947650944137,FALSE,0.930883407825604
"2651","WY",104,"415","365-6022","no","no",0,138.7,100,215.4,58,164.3,98,4.9,4,2,"False.",10.2071104019555,FALSE,0.921451541595161
"2652","FL",108,"510","365-1688","no","no",0,210.7,112,238.7,73,253.6,90,9.2,5,3,"False.",6.76680400287889,FALSE,0.649938648333773
"2653","NY",111,"415","382-4872","no","no",0,181.8,117,158.1,91,266.2,123,9.7,9,0,"False.",11.2929137489247,FALSE,0.156350366072729
"2654","OK",155,"408","367-6136","no","yes",30,61.6,103,255.1,110,225.9,96,12.4,5,1,"False.",12.573857808035,FALSE,0.91014366876334
"2655","ME",66,"510","404-3592","no","no",0,207.7,85,196.7,112,261.7,83,6.8,3,1,"False.",6.82662837218065,FALSE,0.922061887802556
"2656","NE",64,"510","415-2949","no","no",0,219.2,73,167,65,161.4,119,10,5,1,"False.",9.89619247091403,FALSE,0.169240613933653
"2658","CT",116,"415","335-6832","no","no",0,245.9,73,240.1,87,158.7,89,8.9,5,3,"False.",8.13417322344989,FALSE,0.566228931071237
"2659","DC",101,"415","361-8367","no","no",0,257.3,84,184.8,115,108.9,109,13.5,7,0,"False.",12.471615899567,FALSE,0.365405296906829
