"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier"
"2620","ND",147,"408","409-4671","yes","yes",35,157.5,109,189.6,67,227,76,11.1,2,3,"True.",14.2436390879633,FALSE
"2621","TN",115,"415","374-6525","no","no",0,206.2,113,176.4,102,297.1,119,11,7,1,"False.",7.49156574778816,FALSE
"2623","IL",86,"510","342-7716","no","yes",16,144.8,105,206.2,111,255.4,117,11.6,2,4,"False.",9.69680647950774,FALSE
"2624","UT",134,"415","417-2221","no","no",0,258.8,85,129.5,114,193.6,106,10.9,7,2,"False.",8.01410612638642,FALSE
"2625","MI",105,"415","376-5213","no","no",0,226.9,106,182.2,77,203.9,107,11.6,2,0,"True.",5.90770142926922,FALSE
"2626","AR",88,"408","348-7448","no","no",0,152.9,119,171.2,107,257,106,12,5,2,"False.",4.2022511177937,FALSE
"2627","TX",90,"408","328-8179","no","yes",27,156.7,51,236.5,118,123.2,111,12.6,6,2,"False.",14.5790764987379,FALSE
"2628","AK",86,"408","389-4602","no","no",0,150.8,85,295.9,88,247.2,104,12.5,1,1,"False.",9.68375333264478,FALSE
"2629","TN",37,"415","413-2238","no","no",0,221,126,204.5,110,118,98,6.8,3,4,"False.",14.7755770798406,FALSE
"2630","NH",141,"415","402-3370","no","yes",32,322.4,92,283.2,107,209.5,111,6.7,3,1,"True.",17.7933312997606,FALSE
"2631","NM",148,"408","348-6008","no","no",0,153.6,148,262.1,87,225.5,99,9.8,3,2,"False.",10.9833477022657,FALSE
"2632","MN",163,"408","371-5655","no","yes",22,215.1,91,138.9,102,146.2,109,12.4,2,2,"False.",9.69669124710175,FALSE
"2633","IA",89,"415","374-5224","no","yes",35,174.4,108,196.7,100,127.4,74,11.8,3,1,"False.",9.41337062492328,FALSE
"2634","RI",63,"415","371-1187","no","no",0,180.5,126,230,98,232.5,73,10.6,3,0,"False.",7.99574638382508,FALSE
"2635","AL",102,"415","337-1100","no","no",0,123.1,106,182,102,244.6,75,12.6,7,2,"False.",6.4686544678092,FALSE
"2636","NC",76,"510","421-8141","no","no",0,165.7,94,257.4,80,170.8,114,10,4,1,"False.",4.35761408399053,FALSE
"2637","SD",104,"408","406-2678","no","no",0,200.2,92,118.7,87,236.6,65,6,6,2,"False.",10.8477281487576,FALSE
"2638","MT",109,"510","415-9649","no","no",0,154.8,82,287.7,109,208.4,80,5.9,9,3,"False.",14.0493089306957,FALSE
"2639","HI",105,"510","364-8128","no","no",0,125.4,116,261.5,95,241.6,104,11.4,9,2,"False.",8.86840452716259,FALSE
"2640","MT",63,"415","356-7817","no","yes",33,184.2,111,312.6,89,264,55,12.2,4,1,"False.",17.9201735286053,FALSE
"2641","KY",105,"415","404-6357","no","yes",24,274.7,99,193.5,118,299.6,109,10.8,3,3,"False.",11.8116290376813,FALSE
"2643","CO",63,"408","378-8029","yes","yes",21,151.5,99,147.8,89,210.4,114,10,4,1,"False.",4.52274278491567,FALSE
"2644","MI",74,"415","386-4215","no","no",0,124.8,114,133,121,160.3,85,10.6,7,3,"False.",9.69593659614393,FALSE
"2645","AL",76,"415","367-8156","no","no",0,179.2,85,222.9,66,188.2,113,12.4,2,0,"False.",8.44843460317417,FALSE
"2646","KS",91,"408","382-8079","yes","no",0,246.4,110,182,98,157.6,106,12.1,2,2,"True.",4.88936087580702,FALSE
"2647","NC",101,"415","354-2985","no","no",0,232.7,114,186.4,123,153.3,122,11.5,6,5,"False.",14.8429801818211,FALSE
"2648","SC",116,"408","373-6922","no","no",0,288,120,255.8,90,233.4,99,13.4,4,0,"True.",10.3993472091174,FALSE
"2649","CO",131,"415","397-7125","no","yes",23,170.8,145,236.7,93,294.5,100,12.7,1,1,"False.",14.752726120322,FALSE
"2650","MN",84,"415","333-6296","no","no",0,216.1,114,197.5,107,217.8,104,9.8,3,1,"False.",2.27494630433846,FALSE
"2651","WY",104,"415","365-6022","no","no",0,138.7,100,215.4,58,164.3,98,4.9,4,2,"False.",10.7567479709671,FALSE
"2652","FL",108,"510","365-1688","no","no",0,210.7,112,238.7,73,253.6,90,9.2,5,3,"False.",6.93346720513965,FALSE
"2653","NY",111,"415","382-4872","no","no",0,181.8,117,158.1,91,266.2,123,9.7,9,0,"False.",10.872409900583,FALSE
"2654","OK",155,"408","367-6136","no","yes",30,61.6,103,255.1,110,225.9,96,12.4,5,1,"False.",12.4448368260002,FALSE
"2655","ME",66,"510","404-3592","no","no",0,207.7,85,196.7,112,261.7,83,6.8,3,1,"False.",6.86157437859937,FALSE
"2656","NE",64,"510","415-2949","no","no",0,219.2,73,167,65,161.4,119,10,5,1,"False.",9.4527162847326,FALSE
"2657","OH",69,"415","375-8880","no","no",0,227,122,258.7,111,169.7,87,8.9,1,2,"False.",8.24416997539009,FALSE
"2658","CT",116,"415","335-6832","no","no",0,245.9,73,240.1,87,158.7,89,8.9,5,3,"False.",8.16036808895339,FALSE
"2659","DC",101,"415","361-8367","no","no",0,257.3,84,184.8,115,108.9,109,13.5,7,0,"False.",11.8962238475898,FALSE
"2662","IA",197,"415","376-2922","no","no",0,233.9,96,218.9,111,182.9,109,9.5,3,0,"False.",10.3717755628327,FALSE
"2663","VA",50,"415","382-2182","yes","no",0,99.6,108,308.7,102,161.2,62,13.7,6,2,"True.",16.1337843750736,FALSE
"2665","NM",188,"415","369-6890","yes","yes",26,198.8,115,166.6,67,198.5,118,14.4,3,1,"True.",15.3311227780315,FALSE
"2666","FL",85,"408","347-2951","yes","no",0,116.2,86,229.7,127,204.2,109,10.1,3,3,"False.",7.1038276208213,FALSE
"2667","RI",103,"510","420-6324","yes","no",0,255.9,128,140.9,92,308.9,130,12.1,2,1,"True.",14.6406071196599,FALSE
"2668","NJ",136,"408","402-7650","no","yes",27,187.7,84,221,147,145.7,110,10,4,3,"False.",13.3224589930651,FALSE
"2669","NE",155,"408","391-2702","no","yes",21,195.9,91,213.9,84,88.2,111,8.6,4,0,"False.",12.1460680604056,FALSE
"2670","WV",145,"415","383-3375","no","no",0,129.4,97,185.4,101,204.7,106,1.1,2,2,"False.",16.945864540003,FALSE
"2671","WY",116,"510","392-2733","no","yes",12,221,108,151,118,179,80,9,6,2,"False.",5.00638621383893,FALSE
"2672","SC",152,"408","397-9933","no","no",0,140.5,92,186.8,96,227,89,9.5,5,2,"False.",3.88894979590511,FALSE
"2674","ND",180,"415","369-1929","no","no",0,224.9,105,250,101,216.1,73,6.7,5,3,"True.",11.7695794703263,FALSE
"2675","IL",67,"415","369-4377","no","no",0,109.1,117,217.4,124,188.4,141,12.8,6,0,"False.",12.8811791229533,FALSE
"2676","OR",60,"415","366-9430","no","no",0,207.8,109,123.5,112,291.6,115,5.7,9,0,"False.",17.3165000760407,FALSE
"2677","UT",138,"510","353-7407","no","no",0,205.9,96,257.1,94,209,63,12.1,8,0,"False.",11.2083125938589,FALSE
"2679","ME",25,"510","332-7391","no","no",0,242.6,69,209,117,219.7,82,14.4,6,2,"False.",13.3196577667276,FALSE
"2680","WY",145,"408","405-6559","no","no",0,229.6,82,138.1,103,250.8,109,3.3,3,1,"False.",14.1973248769447,FALSE
"2681","WI",122,"510","338-8784","no","yes",28,166,62,233.9,88,170.1,84,7.7,3,2,"False.",10.9588070054417,FALSE
"2682","SC",121,"415","415-6347","no","no",0,144.8,126,200.6,82,208.8,81,13.3,9,0,"True.",11.7384709401784,FALSE
"2683","DC",55,"510","354-5058","yes","no",0,106.1,77,123.5,100,96.4,92,12.9,3,0,"False.",15.0167449251473,FALSE
"2684","CT",77,"415","342-5701","no","no",0,221.8,84,166,125,210.2,72,13.2,4,1,"False.",8.15152087860504,FALSE
"2685","OR",12,"415","378-4179","no","no",0,204.6,98,212.5,90,182.1,95,9.8,7,2,"False.",7.96683060064467,FALSE
"2686","OR",64,"510","407-6391","no","no",0,213.5,93,166.6,114,122,78,14.1,3,3,"False.",10.4834043806831,FALSE
"2687","NV",92,"415","404-3105","no","yes",44,152,95,274.9,73,162.4,121,10,1,2,"False.",17.9156858203998,FALSE
"2688","MN",125,"415","390-9735","yes","yes",29,260.8,81,163.7,112,271.7,117,17,6,1,"True.",16.7485733670951,FALSE
"2689","OK",160,"408","350-4820","no","no",0,166.4,117,317,129,160.4,121,10,2,1,"False.",14.4356350700745,FALSE
"2690","KS",79,"415","383-8807","no","no",0,177.9,83,167.3,84,223.7,142,15.2,8,0,"False.",15.0708730265317,FALSE
"2691","RI",36,"415","366-8382","no","no",0,235.1,97,196.8,104,259.7,110,7,7,3,"False.",10.0765476649599,FALSE
"2692","DC",102,"415","402-9704","no","no",0,186.8,92,173.7,123,250.9,131,9.7,4,2,"False.",6.08560925765108,FALSE
"2693","IL",138,"408","405-2209","yes","no",0,268.4,81,174.4,115,193.5,96,11.6,4,1,"False.",6.37442768134473,FALSE
"2694","UT",164,"510","397-3939","no","no",0,192.1,95,249.8,94,132.6,100,7.3,3,3,"False.",9.85286438702529,FALSE
"2695","MN",125,"415","343-2689","no","no",0,240.7,82,269.4,85,187.1,74,10.1,3,0,"True.",9.42765247578535,FALSE
"2696","WI",72,"408","383-9448","no","no",0,179.9,113,149.8,112,168.2,79,9.8,7,2,"False.",6.26487645695871,FALSE
"2697","MI",74,"415","359-6232","no","no",0,314.1,86,222.4,99,259,121,12.3,5,3,"True.",12.6661373486512,FALSE
"2699","MA",145,"415","381-7003","no","no",0,175.8,89,274.3,119,226.6,69,12.4,4,1,"False.",8.91619250362673,FALSE
"2700","AL",136,"510","352-6732","no","no",0,109.4,91,207.5,111,135,107,11.6,5,0,"False.",7.14994605362138,FALSE
"2701","SC",209,"510","388-7540","no","no",0,255.1,124,230.6,110,218,69,8.5,5,3,"True.",16.4834365716451,FALSE
"2702","WI",66,"415","356-3333","yes","no",0,208.7,84,173.3,88,264.7,107,8.3,3,3,"False.",6.8983252793564,FALSE
"2703","VT",152,"510","333-9664","no","yes",20,214.6,108,96.6,82,170.7,145,7.9,5,1,"False.",16.0824819945105,FALSE
"2705","OR",72,"510","345-7900","no","no",0,141.3,133,134.9,96,227.5,97,11.2,3,2,"False.",6.92061580554243,FALSE
"2706","HI",101,"415","400-5511","no","no",0,253.2,89,237.9,114,154.3,85,9.7,7,4,"False.",10.8154615605164,FALSE
"2707","WV",125,"415","381-7597","no","no",0,206,128,198.1,71,135.9,116,13.2,3,0,"False.",10.6799214692654,FALSE
"2708","RI",46,"408","404-9775","no","no",0,40.4,105,172.4,83,145.1,89,9,2,2,"False.",12.7136662182015,FALSE
"2709","MI",132,"408","389-4608","no","no",0,291.2,104,234.2,132,191.7,87,8.9,3,1,"True.",9.57369533230723,FALSE
"2711","WV",63,"510","328-9797","no","no",0,261.8,69,245,135,202.1,94,14.7,4,0,"True.",14.7910851337013,FALSE
"2712","NE",124,"510","359-9223","no","no",0,191.3,134,261.5,113,182.3,111,10,3,1,"False.",6.53128808794548,FALSE
"2713","DC",144,"415","336-7696","no","no",0,133.3,101,255.5,127,228.6,68,11.6,2,0,"False.",11.616848998112,FALSE
"2714","NH",116,"408","369-2214","no","yes",24,183.6,138,203.8,90,166.9,89,6,3,2,"False.",9.7690139787354,FALSE
"2716","NH",97,"408","410-7553","no","yes",28,283.1,93,185.4,98,312.8,78,6.1,8,1,"False.",17.5667833029875,FALSE
"2717","WV",137,"510","376-4284","no","yes",50,186.5,94,178,106,215.6,100,12.1,4,2,"False.",12.8379296042609,FALSE
"2719","OK",84,"510","369-1904","no","no",0,203.4,125,182.9,88,213.7,121,13.8,2,1,"False.",7.14958937020045,FALSE
"2720","NH",119,"415","359-3833","no","yes",19,178.1,110,212.8,100,226.3,123,10,6,1,"False.",3.62343586054405,FALSE
"2721","MI",158,"415","348-5569","no","no",0,195.9,103,89.1,95,302.2,82,10.3,3,1,"False.",13.1705625231462,FALSE
"2722","ND",50,"415","342-1960","no","no",0,295.3,127,127.4,100,166.8,105,9.6,6,1,"False.",12.5584834126157,FALSE
"2723","LA",98,"408","352-9050","no","no",0,136.1,82,156.3,118,158.8,83,10.1,5,2,"False.",5.23270918556554,FALSE
"2724","HI",101,"415","390-5316","no","yes",24,114.1,95,161.5,86,176.3,90,13,9,2,"False.",10.0021786254537,FALSE
"2725","NJ",182,"415","418-8568","no","no",0,279.1,124,180.5,108,217.5,104,9.5,11,2,"True.",18.0714748640626,FALSE
"2726","WV",51,"408","401-4844","no","no",0,169.3,111,139.5,69,197,87,12,3,0,"False.",9.38410738145359,FALSE
"2727","NC",117,"510","376-5471","no","no",0,214.4,94,138,149,148.7,102,9.9,1,2,"False.",12.1890251671569,FALSE
"2728","PA",92,"415","409-2917","yes","no",0,255.8,125,142.7,111,181.2,101,11.7,3,0,"False.",8.04464879252206,FALSE
"2730","WY",122,"415","357-7385","no","no",0,119.3,93,223.9,103,211.9,122,8.7,4,2,"False.",4.68518087694817,FALSE
"2731","NJ",156,"408","405-7119","no","yes",27,192.3,137,199.9,115,244.2,112,14.8,8,1,"False.",14.2318374149012,FALSE
"2732","NJ",127,"510","405-3309","no","no",0,245.2,91,217.2,92,243.1,128,13.9,6,0,"True.",9.37654341835623,FALSE
"2735","MS",145,"510","405-6398","yes","yes",30,175.3,107,153.3,116,233.6,85,11.1,3,1,"False.",7.44731973684484,FALSE
"2736","TX",90,"415","355-9366","yes","yes",26,169,104,188.8,104,213.3,76,13.3,3,0,"True.",6.94753994787561,FALSE
"2738","ID",109,"415","384-9682","no","no",0,184.1,143,211.7,105,243,116,9.9,2,1,"False.",7.91820993396819,FALSE
"2739","AL",88,"415","352-5393","no","no",0,181.9,90,151.5,87,143,100,7.5,3,1,"False.",5.31442784750119,FALSE
"2740","WY",101,"510","395-1229","no","yes",9,160.1,116,210,121,139.1,65,10.8,9,0,"False.",13.1551037853612,FALSE
"2741","HI",171,"510","361-9195","no","no",0,189.8,122,173.7,85,257.1,84,10.3,1,0,"False.",11.5307622164538,FALSE
"2742","VA",21,"415","351-6366","no","no",0,223.2,142,216.5,114,214.7,111,12.4,2,1,"False.",13.09931345437,FALSE
"2743","WV",145,"408","346-4919","no","yes",31,216,94,225.1,123,234.7,109,10.7,1,2,"False.",10.5029367499003,FALSE
"2744","DE",90,"415","354-9068","no","no",0,198.5,124,266.6,100,243.3,80,8,7,2,"False.",7.83198733633462,FALSE
"2745","CA",33,"408","369-2743","no","no",0,159.5,115,195.4,118,102.4,86,7.1,7,1,"False.",13.1469593037724,FALSE
"2746","PA",61,"408","343-1347","no","yes",40,105,78,180.6,100,174.1,115,10.2,2,2,"True.",13.2615035165701,FALSE
"2747","CO",107,"415","336-5495","no","no",0,204.5,108,162.4,110,155,102,13.4,1,3,"False.",7.38757388094475,FALSE
"2748","MD",147,"408","376-4292","no","no",0,274,92,231.8,82,283.6,83,6.2,1,0,"True.",16.5045884779082,FALSE
"2749","AL",117,"510","391-8677","no","no",0,158.7,84,181.7,91,177.3,67,7.7,10,2,"False.",12.0563763040021,FALSE
"2750","AL",95,"415","350-7273","no","no",0,229.9,116,202.4,110,171.4,105,14.2,6,1,"False.",5.49816954134401,FALSE
"2751","KS",186,"510","400-6454","no","no",0,137.8,97,187.7,118,146.4,85,8.7,6,1,"False.",9.31647646344384,FALSE
"2752","MI",128,"415","422-3052","no","no",0,179.4,94,270.4,92,191,88,7.9,4,0,"False.",5.93664543613416,FALSE
"2753","AK",55,"408","365-6756","no","yes",39,139.3,101,178.3,117,246.5,104,8.1,1,3,"False.",14.3757916219317,FALSE
"2754","OH",134,"415","406-4158","no","no",0,7.8,86,171.4,100,186.5,80,12.9,2,2,"False.",15.2627674114337,FALSE
"2755","IN",96,"415","383-4641","no","yes",23,183.1,88,147.4,89,350.2,108,11.3,7,1,"False.",13.8330425012508,FALSE
"2756","SC",107,"415","368-5165","no","no",0,206.9,79,262.4,117,149.3,69,10.7,3,0,"False.",9.90498604006347,FALSE
"2757","KS",123,"415","378-2432","no","no",0,140,106,153.7,101,50.1,87,12.5,1,2,"False.",14.3211200056074,FALSE
"2758","OK",35,"415","362-4159","no","no",0,179.2,59,283.3,101,285.4,83,5.8,7,2,"False.",17.6933440261266,FALSE
"2759","WI",74,"408","363-7979","no","no",0,177.4,136,240.3,104,237.3,133,12,3,0,"False.",10.6002547248379,FALSE
"2760","IN",130,"408","334-9818","no","no",0,115.6,129,167.8,104,141.8,124,12.6,9,1,"False.",12.8660143911188,FALSE
"2761","IL",137,"408","352-5787","yes","no",0,237.3,103,176.7,84,263.4,81,14.2,4,0,"True.",9.80258774972216,FALSE
"2762","TN",88,"415","332-3617","no","no",0,181.5,116,187,119,220.3,96,10.5,7,1,"False.",4.01055419508784,FALSE
"2763","DC",80,"408","327-9957","no","no",0,51.5,90,164,98,169.4,80,9.5,4,3,"False.",9.73672903514779,FALSE
"2764","NC",116,"408","338-7527","no","yes",19,155.7,104,185.4,118,192.7,116,8.2,2,3,"False.",6.68242855921324,FALSE
"2765","RI",123,"510","348-8711","no","yes",23,245,88,265,105,239.7,108,14.9,3,2,"False.",10.0296654957485,FALSE
"2766","MS",120,"415","421-3226","no","no",0,131.7,99,163.1,109,201.1,116,10.7,3,1,"False.",3.50331540652398,FALSE
"2767","VA",146,"415","391-4358","yes","no",0,111.1,126,313.4,95,215.7,82,10.5,6,1,"False.",11.6852829896477,FALSE
"2768","KY",106,"510","379-2523","no","yes",9,88.5,100,324.8,109,79.9,86,8.2,4,3,"False.",18.0402109988279,FALSE
"2769","NV",121,"408","419-2369","no","yes",44,116,85,150.1,120,246.8,98,12,2,1,"False.",14.9715390870781,FALSE
"2770","WI",137,"510","382-1227","no","no",0,155.5,81,133.1,94,253.1,77,9.1,2,1,"False.",8.5446509876211,FALSE
"2771","NH",84,"408","409-5749","no","yes",30,106.5,65,225.7,108,188.6,61,5.7,3,2,"False.",16.6660731375458,FALSE
"2772","NE",67,"510","362-7951","no","yes",31,175.2,68,199.2,73,219.8,99,13.2,6,1,"False.",10.4316079297185,FALSE
"2773","WI",161,"408","415-3537","no","no",0,154.7,84,177.8,125,172.9,90,5.9,2,4,"True.",14.6153039570084,FALSE
"2774","NJ",134,"510","373-3959","no","yes",34,247.2,105,225.5,133,186.3,76,6.1,5,2,"True.",13.9404462497397,FALSE
"2775","ME",62,"415","358-1346","yes","yes",32,218.4,93,236.7,132,192.2,137,13.2,3,0,"True.",14.5913243154538,FALSE
"2777","IN",130,"408","360-9005","no","yes",30,185,117,249.5,141,157.8,103,7.4,7,0,"False.",13.9758652751511,FALSE
"2778","WI",20,"408","344-5967","no","no",0,186.8,89,253.4,51,273.1,105,12.3,6,2,"False.",15.5510263051756,FALSE
"2779","VT",68,"415","396-6390","no","no",0,158.8,119,211.8,105,198.1,101,10.3,3,1,"False.",2.82322935081128,FALSE
"2780","CA",112,"415","346-5036","no","no",0,208.7,150,212.8,104,178.1,98,8.5,4,0,"False.",9.33975902137806,FALSE
"2781","IN",77,"408","328-7252","no","no",0,185.9,95,212,98,282.3,81,11.3,4,3,"False.",6.24161550545159,FALSE
"2782","SC",109,"415","360-1745","no","no",0,222.5,74,169.7,75,264.3,94,9,3,2,"False.",7.62615080884483,FALSE
"2783","IN",108,"415","358-2046","no","no",0,201.1,101,170.7,86,237.4,113,11.6,3,3,"False.",4.80572198954522,FALSE
"2784","IA",79,"415","344-6935","no","yes",17,167.9,114,243.7,93,211.9,114,9.1,2,1,"False.",4.46254669844439,FALSE
"2785","MD",119,"408","401-9665","no","no",0,239.1,88,243.5,79,230.9,92,10.9,3,3,"True.",7.04585289879708,FALSE
"2786","MN",38,"510","399-5291","no","no",0,175.7,109,211.8,97,137.9,109,9.2,3,5,"True.",13.9798802613377,FALSE
"2788","MS",78,"415","358-5721","no","no",0,87.7,74,214.8,58,201.3,147,10.8,6,1,"False.",17.2730264722404,FALSE
"2789","MN",134,"415","414-7446","no","no",0,244.1,99,246.9,111,200,133,7.2,2,0,"False.",10.7422272415132,FALSE
"2790","WA",47,"415","329-9517","no","yes",27,165,89,127.3,118,284.4,95,7.7,4,2,"False.",11.3572970983217,FALSE
"2791","MS",59,"408","415-9553","no","yes",27,127.4,110,103.3,99,164.2,73,9.1,3,0,"False.",13.3273260304281,FALSE
"2792","ID",151,"415","413-3177","no","no",0,194.8,106,292.7,103,224.6,82,5.5,3,0,"False.",11.9895450531275,FALSE
"2793","NC",129,"415","347-5113","no","no",0,54.7,131,256.1,105,176.6,135,11.1,4,1,"False.",14.2991172570556,FALSE
"2795","MT",137,"408","330-5824","yes","no",0,258,112,246.5,117,173.2,100,10.9,3,0,"True.",7.25049880001833,FALSE
"2796","MI",76,"510","411-1261","no","no",0,90.5,142,211.7,75,194.9,76,9.3,2,1,"False.",12.600807696532,FALSE
"2798","NC",169,"408","333-7869","no","no",0,142.5,82,231.4,110,131.2,67,10,4,2,"False.",10.4000137796808,FALSE
"2799","MN",30,"408","399-4800","no","no",0,54,68,179.3,96,247.2,101,10.2,8,1,"False.",15.4463974639007,FALSE
"2800","WV",70,"415","402-2072","no","no",0,214.8,87,131,114,216.9,104,9.4,3,3,"False.",6.23379809183169,FALSE
"2801","SD",52,"510","403-6187","yes","no",0,251.4,118,196.6,80,192,53,11,2,0,"True.",15.0085518877489,FALSE
"2803","MS",38,"415","386-2970","no","no",0,117.3,114,208.7,105,203.4,98,14.4,2,2,"False.",8.66650015528733,FALSE
"2804","NY",104,"415","389-6081","no","no",0,264,108,132.2,75,177.7,91,10.6,8,3,"False.",11.3317611961486,FALSE
"2805","LA",27,"408","348-7556","no","no",0,82.6,105,204,99,224.2,122,9.1,4,1,"False.",9.21136177954565,FALSE
"2806","KS",166,"415","334-9163","yes","yes",28,175.8,126,253.6,76,128.5,72,11.4,5,1,"False.",13.818819101247,FALSE
"2807","MA",13,"408","411-4293","no","no",0,220.4,100,211.2,79,259.3,112,13.6,8,2,"False.",13.5706678420079,FALSE
"2808","AK",52,"408","375-5562","no","no",0,217,104,152.3,83,134.3,109,11.8,4,2,"False.",6.72075315699034,FALSE
"2809","SD",114,"415","386-3823","no","yes",25,129,77,290,110,177.1,110,11.6,5,1,"False.",8.85629769896361,FALSE
"2810","CO",156,"408","364-6445","no","no",0,150.5,106,152.9,112,215.9,86,3.5,3,1,"False.",11.8957848440897,FALSE
"2811","NH",90,"415","383-2251","no","yes",42,193.3,66,263.3,85,214.4,97,11.1,4,0,"False.",14.0644055947669,FALSE
"2812","WV",62,"415","351-3169","no","no",0,189.5,122,103.8,95,180.6,106,10.8,5,2,"False.",7.12318131644314,FALSE
"2813","AZ",82,"415","413-6380","no","yes",33,137.8,95,235.5,128,268.1,70,11,6,2,"False.",12.273612935846,FALSE
"2814","ME",52,"510","380-9674","no","no",0,129.3,80,142.7,101,258.3,89,12.3,4,3,"False.",8.66737864901476,FALSE
"2815","NH",146,"510","345-2319","no","no",0,115.6,77,213.6,100,218.4,72,10.7,6,1,"False.",7.52786479168368,FALSE
"2816","RI",120,"415","377-5441","no","yes",23,221.9,114,254.7,84,250.5,117,7.2,5,2,"False.",8.40451790783324,FALSE
"2817","ID",130,"415","358-3692","no","no",0,263.7,113,186.5,103,195.3,99,18.3,6,1,"True.",13.7705995277877,FALSE
"2818","WI",90,"408","400-5831","no","no",0,61.3,91,194.4,94,143.1,80,11.4,9,1,"False.",12.4629936897713,FALSE
"2819","NM",147,"408","357-5995","yes","no",0,183.8,113,164.7,110,111,87,10.1,4,1,"False.",6.62111304822904,FALSE
"2820","WY",159,"415","391-2159","no","no",0,167.4,68,143.8,74,140.1,111,10.3,3,0,"True.",13.1484116024918,FALSE
"2822","TX",130,"408","385-6175","no","no",0,252,101,170.2,105,209.2,64,5.7,5,0,"False.",11.5945631809349,FALSE
"2823","RI",155,"408","334-2961","yes","no",0,163.1,94,291.7,108,96.4,111,11.2,3,0,"False.",12.6574121011843,FALSE
"2824","MI",87,"415","405-4303","no","no",0,198.3,80,187,89,133.5,96,16.6,4,2,"False.",9.66496744198283,FALSE
"2826","VA",99,"510","352-4401","no","no",0,128.3,78,215.3,120,143.7,140,14.3,9,2,"False.",15.9634110231339,FALSE
"2827","SD",131,"510","347-1473","no","no",0,187.9,110,200.5,101,202.6,125,10.2,11,2,"False.",11.4613017680265,FALSE
"2828","AL",89,"510","347-2016","no","no",0,129.2,71,214.1,68,214.9,100,10.3,4,5,"True.",14.9768344225755,FALSE
"2829","MS",123,"415","388-8948","yes","no",0,125.5,106,128.9,96,251.9,129,6.3,6,4,"True.",14.6133884821519,FALSE
